expire_at,lap,meta_event,meta_session,meta_source,meta_time,original_vehicle_id,outing,timestamp,vehicle_id,vehicle_number,lap_time_seconds,accx_can,accy_can,aps,gear,nmot,pbrake_f,pbrake_r,speed,Steering_Angle,VBOX_Lat_Min,VBOX_Long_Minutes,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN
,1,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:47:16.601Z,GR86-021-86,0,2025-10-18 12:47:10.150000+00:00,GR86-021-86,86,152.673,0.007729550256565,-0.116853305161485,34.696872924841536,2.2659221249622696,4818.08547008547,2.3381768789616664,2.3850407485662544,91.79341394025604,-5.786839722306067,39.79312896728515,-86.23882293701172,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,1,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:47:16.409Z,GR86-012-8,0,2025-10-18 12:47:11.056000+00:00,GR86-012-8,8,151.902,-0.0041027377097438,-0.1309343538416249,51.61143361789815,2.181925228142479,4911.0346820809245,2.5993670886075946,2.6220783043862235,92.35669552669552,-9.393082131292315,39.79314041137695,-86.2386474609375,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.458Z,GR86-025-47,0,2025-10-18 12:49:22.153000+00:00,GR86-025-47,47,146.95,-0.2514679726368159,0.0797919776119402,32.65446517412935,2.005907960199005,5424.141592920354,3.537568407960199,3.641534514925373,95.5437168141593,-4.859888059701492,39.793155670166016,-86.2388687133789,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.626Z,GR86-006-7,0,2025-10-18 12:49:22.444000+00:00,GR86-006-7,7,150.721,-0.0041978449565998,-0.0998985333732415,38.74143070936845,2.140975755761748,5162.179856115108,5.169152948219096,5.256686620772224,93.77959654178674,-7.002304699191859,39.79314041137695,-86.23894500732422,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,1,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.717Z,GR86-026-72,0,2025-10-18 12:49:22.474000+00:00,GR86-026-72,72,150.126,-0.00471463340432,-0.0905235777304533,40.40181320352906,1.761484636446608,5682.849854227406,4.345631274718588,4.450398539701856,94.27577648766328,-6.153300882263463,39.79313278198242,-86.23884582519531,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.439Z,GR86-010-16,0,2025-10-18 12:49:22.532000+00:00,GR86-010-16,16,149.763,0.0075055693069306,-0.0913397277227722,27.233963490099008,2.276608910891089,5058.429197080292,1.894792698019802,1.9521209777227724,94.39230994152048,-5.979517326732673,39.793121337890625,-86.23894500732422,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.426Z,GR86-016-55,0,2025-10-18 12:49:22.596000+00:00,GR86-016-55,55,148.704,0.006020480854853,-0.0645933511427723,44.306542000593645,1.86702285544672,5605.4804063860665,5.312560106856634,5.391680023745918,95.13542028985508,-4.284683882457703,39.79314422607422,-86.23889923095703,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.764Z,GR86-022-13,0,2025-10-18 12:49:22.795000+00:00,GR86-022-13,13,147.939,0.0245696858798414,-0.0918865507776761,40.77925892040256,2.007624275693809,5480.099415204679,5.453139676730711,5.495247026532479,95.49730994152048,-2.8822811832875876,39.79315948486328,-86.23892211914062,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.764Z,GR86-022-13,0,2025-10-18 12:49:22.796000+00:00,GR86-022-13,13,0.001,0.0380731818181818,-0.2119527272727272,77.69875909090909,2.8754545454545455,6338.0251046025105,6.831245454545455,6.899636363636364,134.11522012578615,-4.886681818181819,39.793155670166016,-86.23883819580078,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.765Z,GR86-022-13,0,2025-10-18 12:49:22.799000+00:00,GR86-022-13,13,0.003,0.0245696858798414,-0.0918865507776761,40.77925892040256,2.007624275693809,5480.099415204679,5.453139676730711,5.495247026532479,95.49730994152048,-2.8822811832875876,39.79315948486328,-86.23892211914062,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.543Z,GR86-033-46,0,2025-10-18 12:49:22.873000+00:00,GR86-033-46,46,146.579,0.0089168195718654,-0.0737752293577981,42.10311314984709,1.8091743119266055,5741.2684365781715,4.319827217125383,4.467827217125382,96.23871870397645,-6.819755351681958,39.79313659667969,-86.23902893066406,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.503Z,GR86-002-000,0,2025-10-18 12:49:22.967000+00:00,GR86-002-000,0,146.073,0.0017088262056414,-0.1110761298149833,46.90333939945405,1.9008189262966333,5675.09643916914,5.168776160145588,5.197020018198362,97.24346210995542,-2.492659993933879,39.79313278198242,-86.239013671875,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.446Z,GR86-036-98,0,2025-10-18 12:49:23.075000+00:00,GR86-036-98,98,145.115,0.0092597361809045,-0.1019164572864321,40.60201947236181,2.3495603015075375,5163.9313432835825,3.559002826633166,3.642462311557789,97.5589552238806,-1.6119346733668345,39.79311752319336,-86.2388687133789,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.687Z,GR86-060-2,0,2025-10-18 12:49:23.349000+00:00,GR86-060-2,2,144.11,-0.0037173358827278,-0.1175474824729126,31.691080305927343,1.868387507966858,5743.804545454545,2.560242192479286,2.62743626513703,97.87426626323752,-1.7742511153601022,39.79314804077149,-86.2388916015625,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.568Z,GR86-015-31,0,2025-10-18 12:49:23.491000+00:00,GR86-015-31,31,143.555,0.0239183098591549,-0.1324766823161189,43.1995054773083,2.1774647887323946,5409.400907715582,4.3683755868544605,4.425247261345853,98.71157814871016,-1.2559311424100157,39.79314804077149,-86.23887634277344,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.772Z,GR86-049-88,0,2025-10-18 12:49:23.530000+00:00,GR86-049-88,88,142.768,0.0035006430868167,-0.1192405144694533,49.4044694533762,2.120578778135048,5487.835114503817,5.508831189710611,5.616077170418007,98.80664122137404,-2.825369774919614,39.79316329956055,-86.2388916015625,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.781Z,GR86-063-113,0,2025-10-18 12:49:23.539000+00:00,GR86-063-113,113,141.008,0.0011121311475409,-0.1093826229508196,35.72711475409836,2.3331147540983608,5275.108864696734,3.0399819672131145,3.093865573770492,99.900699844479,-5.110098360655738,39.79314422607422,-86.23889923095703,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.582Z,GR86-065-5,0,2025-10-18 12:49:23.621000+00:00,GR86-065-5,5,145.092,-0.0019243506493506,-0.1170886363636363,41.51135714285714,2.3688311688311687,5144.945864661654,3.891650974025974,3.8121022727272726,97.42726315789471,-6.8954545454545455,39.79314422607422,-86.2388916015625,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.731Z,GR86-047-21,0,2025-10-18 12:49:23.650000+00:00,GR86-047-21,21,141.561,-0.0052345994254707,-0.1357574210022342,39.88387807213533,2.4458984998404087,5139.387096774193,3.9579332907756144,4.018166294286626,99.22457757296466,-4.225630386211299,39.79314804077149,-86.23890686035156,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.508Z,GR86-013-80,0,2025-10-18 12:49:23.758000+00:00,GR86-013-80,80,140.488,0.0152451074751363,-0.1341530317613089,39.452691690728265,2.192492781520693,5475.282131661442,3.1124430542188004,3.1706336220725055,100.52430141287284,-4.664741738851459,39.79312896728515,-86.23892211914062,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.643Z,GR86-040-3,0,2025-10-18 12:49:23.962000+00:00,GR86-040-3,3,135.286,0.0381176177008817,-0.1221116286807519,48.48551322575278,2.469139910164698,5262.97316495659,3.839539178173349,3.916645316918982,102.0148338607595,-4.322774912660123,39.793155670166016,-86.23887634277344,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.716Z,GR86-038-93,0,2025-10-18 12:49:24.252000+00:00,GR86-038-93,93,139.308,0.2677637020019691,-0.1487715786019035,41.513980964883494,1.906793567443387,5928.409657320873,3.8564555300295376,3.932633738103053,101.78769828926904,-7.341056777157861,39.79311752319336,-86.23873138427734,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.779Z,GR86-028-89,0,2025-10-18 12:49:24.253000+00:00,GR86-028-89,89,139.804,-0.0007970737913486,-0.1388333333333333,44.59612913486006,1.8778625954198471,5937.795981452859,5.0836482188295165,5.178664122137405,101.6507894736842,-6.65909669211196,39.79310989379883,-86.23894500732422,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.779Z,GR86-028-89,0,2025-10-18 12:49:24.254000+00:00,GR86-028-89,89,0.001,0.0050424726661059,-0.2203288477712363,73.07645500420522,2.8730025231286795,6211.783400809717,6.992314970563498,7.106234230445753,131.89141414141417,-9.2040370058873,39.79312896728515,-86.23890686035156,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.779Z,GR86-028-89,0,2025-10-18 12:49:24.292000+00:00,GR86-028-89,89,0.038,-0.0007970737913486,-0.1388333333333333,44.59612913486006,1.8778625954198471,5937.795981452859,5.0836482188295165,5.178664122137405,101.6507894736842,-6.65909669211196,39.79310989379883,-86.23894500732422,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.521Z,GR86-030-18,0,2025-10-18 12:49:24.556000+00:00,GR86-030-18,18,139.1,-0.0001914212548015,-0.1183998079385403,39.85229833546735,2.5316901408450705,5165.532081377151,2.943658770806658,2.9732074263764403,102.038984375,-3.403233034571063,39.793113708496094,-86.23884582519531,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.790Z,GR86-035-11,0,2025-10-18 12:49:24.564000+00:00,GR86-035-11,11,138.302,-0.0012533032549145,-0.14956203673864,35.70251369642281,2.396068320979697,5353.048513302035,2.787318723815662,2.824572993876893,102.1353364632238,-4.971608121173058,39.79312896728515,-86.23888397216797,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.590Z,GR86-037-03,0,2025-10-18 12:49:25.040000+00:00,GR86-037-03,3,1.078,0.0381176177008817,-0.1221116286807519,48.48551322575278,2.469139910164698,5262.97316495659,3.839539178173349,3.916645316918982,102.0148338607595,-4.322774912660123,39.793155670166016,-86.23887634277344,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.581Z,GR86-057-57,0,2025-10-18 12:49:25.073000+00:00,GR86-057-57,57,135.434,0.0054039933444259,-0.1488668885191348,49.4002296173045,3.063893510815308,4733.165584415585,2.765161397670549,2.8179767054908487,103.5689430894309,-7.535973377703828,39.79311752319336,-86.239013671875,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:26.256Z,GR86-012-8,0,2025-10-18 12:49:26.089000+00:00,GR86-012-8,8,135.033,-0.0042175925925925,-0.1523832671957672,39.06131283068783,2.7060185185185186,5092.09886547812,2.467328042328042,2.5104381613756614,104.38831715210355,-9.4630291005291,39.79312896728515,-86.23893737792969,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:26.357Z,GR86-021-86,0,2025-10-18 12:49:26.098000+00:00,GR86-021-86,86,135.948,0.0072844534962661,-0.1585919891378139,42.74970468431772,2.6894093686354377,5135.20826709062,3.711500339443313,3.758299389002037,103.9580701754386,-8.24399185336049,39.79310989379883,-86.23883819580078,16.45,16.9,76.76,984.5,4.32,194.0,0.0
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:06.066Z,GR86-010-16,0,2025-10-18 12:51:05.923000+00:00,GR86-010-16,16,103.391,0.0378486486486486,-0.2304369369369369,75.86477027027027,2.968018018018018,6333.609243697479,6.280939189189189,6.376966216216216,136.0026569037657,-8.592792792792793,39.793155670166016,-86.23884582519531,16.48,16.9,76.54,984.5,4.68,171.0,0.0
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:06.651Z,GR86-006-7,0,2025-10-18 12:51:05.926000+00:00,GR86-006-7,7,103.482,0.0199744155271283,-0.2256859285399206,77.36702690780767,2.9788266431407147,6291.830835117773,7.598822232024702,7.714779444199382,135.74825531914894,-11.910366122629023,39.79310607910156,-86.2388916015625,16.48,16.9,76.54,984.5,4.68,171.0,0.0
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:06.752Z,GR86-026-72,0,2025-10-18 12:51:06.264000+00:00,GR86-026-72,72,103.79,0.0190128603104212,-0.2409521064301552,76.87141906873613,2.940133037694013,6372.08125,6.571980044345898,6.691745011086475,135.50066666666666,-12.246651884700665,39.79316711425781,-86.23886108398438,16.48,16.9,76.54,984.5,4.68,171.0,0.0
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:06.936Z,GR86-016-55,0,2025-10-18 12:51:06.688000+00:00,GR86-016-55,55,104.092,0.0354609375,-0.1999131944444444,77.37495659722222,2.8433159722222223,6449.65756302521,5.875657552083333,5.942914496527778,134.7537238493724,-6.6682725694444445,39.79312896728515,-86.23884582519531,16.48,16.9,76.54,984.5,4.68,171.0,0.0
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:07.770Z,GR86-022-13,0,2025-10-18 12:51:07.264000+00:00,GR86-022-13,13,104.465,0.0380731818181818,-0.2119527272727272,77.69875909090909,2.8754545454545455,6338.0251046025105,6.831245454545455,6.899636363636364,134.11522012578615,-4.886681818181819,39.793155670166016,-86.23883819580078,16.48,16.9,76.54,984.5,4.68,171.0,0.0
,4,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:07.771Z,GR86-022-13,0,2025-10-18 12:51:07.266000+00:00,GR86-022-13,13,0.002,0.0614213098729227,-0.2676911045943304,79.83609970674487,3.0879765395894427,6378.7528604119,5.693587487781036,5.768636363636364,140.0564611872146,-8.127077223851417,39.79316329956055,-86.23895263671875,16.48,16.9,76.54,984.5,4.68,171.0,0.0
