expire_at,lap,meta_event,meta_session,meta_source,meta_time,original_vehicle_id,outing,timestamp,vehicle_id,vehicle_number,lap_time_seconds,accx_can,accy_can,aps,gear,nmot,pbrake_f,pbrake_r,speed,Steering_Angle,VBOX_Lat_Min,VBOX_Long_Minutes
,9,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:01:13.335Z,GR86-002-000,0,2025-10-18 13:01:13.093000+00:00,GR86-002-000,0,100.631,0.011598214285714286,-0.2261169642857143,76.11937499999999,2.9504464285714285,6493.804347826087,9.617823660714285,9.702729910714286,138.62488069414317,-5.72875,39.79310989379883,-86.239013671875
,10,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:02:54.316Z,GR86-002-000,0,2025-10-18 13:02:54.078000+00:00,GR86-002-000,0,100.985,0.011111553784860558,-0.22626693227091632,75.31654714475431,2.880920761398849,6555.252676659529,9.569364763169544,9.655803452855245,137.93004310344827,-5.004426737494467,39.79309844970703,-86.2389144897461
,11,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:04:34.945Z,GR86-002-000,0,2025-10-18 13:04:34.453000+00:00,GR86-002-000,0,100.375,0.013590806669671024,-0.2307223974763407,76.47620549797206,2.965299684542587,6518.1247264770245,8.862690401081569,8.941942316358721,139.246288209607,-3.001622352410996,39.793155670166016,-86.23900604248047
,12,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:06:16.661Z,GR86-002-000,0,2025-10-18 13:06:14.973000+00:00,GR86-002-000,0,100.52,0.013934959349593497,-0.21953658536585366,76.57746160794942,2.9444444444444446,6483.058695652174,9.288206865401987,9.371291779584462,138.39507625272333,-2.8981933152664863,39.79310607910156,-86.23902130126953
,13,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:07:55.749Z,GR86-002-000,0,2025-10-18 13:07:55.364000+00:00,GR86-002-000,0,100.391,0.014622810956443645,-0.23114638527166592,76.87786708576562,2.9375841939829366,6512.024017467249,9.801841041760216,9.885790300853165,138.92308855291577,-4.706421194431972,39.79313659667969,-86.23897552490234
,14,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:10:17.416Z,GR86-002-000,0,2025-10-18 13:10:15.965000+00:00,GR86-002-000,0,140.601,-0.027539141414141415,-0.09752872474747475,20.34715909090909,2.2146464646464645,5309.92,3.0324195075757574,3.0617203282828287,99.71200617283951,-2.357891414141414,39.793087005615234,-86.239013671875
,15,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:12:52.621Z,GR86-002-000,0,2025-10-18 13:12:50.195000+00:00,GR86-002-000,0,154.23,-0.007717479674796748,-0.0852897793263647,13.16431475029036,2.0217770034843205,5152.411267605634,0.6328745644599303,0.6517552264808363,91.18494350282486,-2.07212543554007,39.79310989379883,-86.23908233642578
,16,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:16:19.250Z,GR86-002-000,0,2025-10-18 13:15:16.462000+00:00,GR86-002-000,0,146.267,-0.006714547118023787,-0.10346081122293382,18.97065263799939,2.2650198231168037,5165.38790560472,1.4585742604452576,1.4918603232692895,96.33082840236686,-2.433821286977737,39.79314804077149,-86.23896789550781
,17,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:17:34.534Z,GR86-002-000,0,2025-10-18 13:17:30.466000+00:00,GR86-002-000,0,134.004,0.011604971447766208,-0.10937924084648976,42.94566677863621,2.3107154853879743,5575.884176182708,2.8926553577426937,2.928192811555257,105.00366612111293,-2.3849512932482364,39.79312515258789,-86.23902130126953
,18,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:19:14.382Z,GR86-002-000,0,2025-10-18 13:19:13.303000+00:00,GR86-002-000,0,102.837,0.013410112359550561,-0.22501426101987898,75.84058772687986,2.869922212618842,6462.354430379747,6.002175885911841,6.084241573033708,135.73211416490486,-4.645030250648229,39.793174743652344,-86.2389144897461
,19,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:20:59.987Z,GR86-002-000,0,2025-10-18 13:20:55.053000+00:00,GR86-002-000,0,101.75,0.007385448245993937,-0.22602511909917716,73.2875140753573,2.9003897791251623,6476.473460721868,6.178425725422261,6.25267431788653,137.34545647558386,-3.623126894759636,39.793155670166016,-86.23885345458984
,20,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:22:37.142Z,GR86-002-000,0,2025-10-18 13:22:36.531000+00:00,GR86-002-000,0,101.478,0.0117236727589208,-0.22709225413402956,77.23330287206267,2.8977371627502175,6489.16170212766,6.950419930374239,7.03263272410792,137.66655319148936,-4.530939947780679,39.793113708496094,-86.2388687133789
,21,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:24:19.241Z,GR86-002-000,0,2025-10-18 13:24:17.893000+00:00,GR86-002-000,0,101.362,0.013184676705048717,-0.22755403011514616,76.59622232063772,2.8906111603188664,6518.792291220557,6.505303365810452,6.5683591674047825,137.80327623126337,-3.058768821966342,39.793155670166016,-86.23889923095703
,22,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:25:59.296Z,GR86-002-000,0,2025-10-18 13:25:58.673000+00:00,GR86-002-000,0,100.78,0.012730193661971832,-0.22871742957746477,76.33498679577464,2.9163732394366195,6535.538626609442,9.515924295774647,9.617810299295774,138.72648706896553,-3.4474911971830986,39.79316711425781,-86.23890686035156
,23,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:27:39.323Z,GR86-002-000,0,2025-10-18 13:27:39.173000+00:00,GR86-002-000,0,100.5,0.01288449438202247,-0.23168898876404495,75.99286292134832,2.899325842696629,6548.264642082429,8.740148314606742,8.830047191011236,138.31122270742358,-2.4871460674157304,39.79315948486328,-86.2389907836914
,24,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:29:20.183Z,GR86-002-000,0,2025-10-18 13:29:19.578000+00:00,GR86-002-000,0,100.405,0.04131386861313869,-0.2327125912408759,79.1093704379562,2.9452554744525545,6493.506666666667,6.505059306569343,6.580141423357664,137.98041942604857,-2.852235401459854,39.79313659667969,-86.23895263671875
,25,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:31:05.195Z,GR86-002-000,0,2025-10-18 13:31:00.265000+00:00,GR86-002-000,0,100.687,0.007833631484794277,-0.22650715563506263,77.34199910554561,2.966457960644007,6423.004338394794,9.58516100178891,9.692016994633274,138.3038611713666,-3.8127906976744184,39.79313278198242,-86.23893737792969
,26,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:32:41.942Z,GR86-002-000,0,2025-10-18 13:32:41.423000+00:00,GR86-002-000,0,101.158,0.015703062583222373,-0.22041588992454506,76.14461162893919,2.979138925876609,6432.303879310345,6.968215712383488,7.047294718153573,138.08625806451613,-2.990013315579228,39.79313278198242,-86.23883056640625
,27,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:34:24.366Z,GR86-002-000,0,2025-10-18 13:34:23.164000+00:00,GR86-002-000,0,101.741,0.03205523125280647,-0.22854737314773238,76.83397395599462,2.886843286933094,6465.252173913043,5.816360574764257,5.889804669959586,136.51864332603938,-2.3256398742703186,39.793182373046875,-86.23884582519531
,28,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:36:08.123Z,GR86-002-000,0,2025-10-18 13:36:04.246000+00:00,GR86-002-000,0,101.082,0.00676391382405745,-0.20957450628366248,76.12530071813286,2.8963195691202874,6475.015384615384,9.840471274685816,9.944510771992817,137.33539473684212,-4.726929982046679,39.79314041137695,-86.23887634277344
,29,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:36:08.124Z,GR86-002-000,0,2025-10-18 13:36:04.261000+00:00,GR86-002-000,0,0.015,-0.03698763250883392,-0.10661955241460541,31.476654888103653,2.006183745583039,4910.853835021708,2.5584643698468787,2.611737338044758,91.75405483405483,-6.896319199057715,39.793174743652344,-86.2388687133789
,28,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:36:08.124Z,GR86-002-000,0,2025-10-18 13:36:04.264000+00:00,GR86-002-000,0,0.003,0.00676391382405745,-0.20957450628366248,76.12530071813286,2.8963195691202874,6475.015384615384,9.840471274685816,9.944510771992817,137.33539473684212,-4.726929982046679,39.79314041137695,-86.23887634277344
,29,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:38:35.202Z,GR86-002-000,0,2025-10-18 13:38:34.972000+00:00,GR86-002-000,0,150.708,-0.03698763250883392,-0.10661955241460541,31.476654888103653,2.006183745583039,4910.853835021708,2.5584643698468787,2.611737338044758,91.75405483405483,-6.896319199057715,39.793174743652344,-86.2388687133789
,1,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:47:09.782Z,GR86-060-2,0,2025-10-18 12:46:59.239000+00:00,GR86-060-2,2,156.99,0.004661893629456459,-0.12117884278199882,32.033340151957916,1.8465809468147283,5203.148351648351,2.0431954997077733,2.0883080070134428,88.99116918844567,-1.5095558153126827,39.79314804077149,-86.23880004882812
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.687Z,GR86-060-2,0,2025-10-18 12:49:23.349000+00:00,GR86-060-2,2,144.11,-0.0037173358827278526,-0.11754748247291269,31.691080305927343,1.868387507966858,5743.804545454545,2.560242192479286,2.62743626513703,97.87426626323752,-1.7742511153601022,39.79314804077149,-86.2388916015625
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:09.861Z,GR86-060-2,0,2025-10-18 12:51:09.454000+00:00,GR86-060-2,2,106.105,0.012614827439284193,-0.21648231785257777,76.41581167447806,2.8112484022155946,6366.434693877551,7.183924158500214,7.263355347251811,132.4847755102041,-4.8510438858116744,39.79316711425781,-86.23888397216797
,4,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:52:55.048Z,GR86-060-2,0,2025-10-18 12:52:54.054000+00:00,GR86-060-2,2,104.6,0.0011363636363636359,-0.22246646072374227,75.0992056487202,2.8111209179170342,6435.07966457023,8.277182259488086,8.371067961165048,134.2782389937107,-3.6965136804942635,39.79313278198242,-86.23892211914062
,5,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:54:58.796Z,GR86-060-2,0,2025-10-18 12:54:35.863000+00:00,GR86-060-2,2,101.809,0.0027859368046283936,-0.2390169114374722,74.21350244770805,2.8642634623943035,6469.103813559322,7.564178905206942,7.645714285714287,136.26010593220337,-4.354784156653316,39.793251037597656,-86.23892974853516
,6,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:56:22.393Z,GR86-060-2,0,2025-10-18 12:56:20.641000+00:00,GR86-060-2,2,104.778,-0.0021227074235807856,-0.2107052401746725,73.17326637554585,2.8157205240174674,6422.395445134575,6.683205240174673,6.7651790393013105,134.05871635610765,-4.282751091703057,39.79314041137695,-86.23884582519531
,7,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:58:10.830Z,GR86-060-2,0,2025-10-18 12:58:02.346000+00:00,GR86-060-2,2,101.705,0.0033732269503546105,-0.22010771276595745,75.13227393617021,2.838209219858156,6578.5297872340425,9.767293882978723,9.866307624113475,137.54957537154988,-3.9984485815602837,39.79312515258789,-86.23895263671875
,8,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:59:45.280Z,GR86-060-2,0,2025-10-18 12:59:44.077000+00:00,GR86-060-2,2,101.731,0.0009059633027522926,-0.22802018348623854,72.67451376146789,2.811926605504587,6535.771739130435,7.646974770642201,7.760004587155964,136.19069565217393,-4.301100917431192,39.79314804077149,-86.23894500732422
,9,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:01:31.938Z,GR86-060-2,0,2025-10-18 13:01:27.695000+00:00,GR86-060-2,2,103.618,0.0021863736263736263,-0.2194712087912088,74.97599120879121,2.8487912087912086,6415.9037656903765,7.150305494505495,7.276887912087913,135.13331941544885,-3.1133626373626377,39.79316711425781,-86.23892211914062
,10,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:03:10.921Z,GR86-060-2,0,2025-10-18 13:03:10.682000+00:00,GR86-060-2,2,102.987,0.014748772869254797,-0.2226086568496207,74.65331548415885,2.859883980365908,6433.413646055437,6.7199286033020975,6.816162427487729,135.16629787234044,-7.950557786702365,39.79313659667969,-86.23893737792969
,11,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:04:52.975Z,GR86-060-2,0,2025-10-18 13:04:52.288000+00:00,GR86-060-2,2,101.606,0.0043347107438016525,-0.23494444444444446,74.99234618916437,2.8282828282828283,6520.655021834061,6.652943067033976,6.7613682277318645,136.26850000000002,-7.409641873278237,39.79317092895508,-86.23893737792969
,12,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:06:35.720Z,GR86-060-2,0,2025-10-18 13:06:33.869000+00:00,GR86-060-2,2,101.581,0.0011244888686960468,-0.2201317582916856,73.81332121762834,2.97228532485234,6424.898924731183,6.403484779645615,6.513811903680145,137.22705627705628,-6.559745570195366,39.79318618774414,-86.23893737792969
,13,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:08:17.144Z,GR86-060-2,0,2025-10-18 13:08:15.257000+00:00,GR86-060-2,2,101.388,0.005799911071587372,-0.22354068474877722,74.23345486883059,2.897287683414851,6505.372340425532,6.697376611827479,6.805437972432192,137.47827292110873,-9.454201867496666,39.79317092895508,-86.23892974853516
,14,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:10:23.587Z,GR86-060-2,0,2025-10-18 13:10:22.641000+00:00,GR86-060-2,2,127.384,-0.027961062590975257,-0.13525727802037846,30.974119359534207,2.693231441048035,5352.855172413793,2.9389938136826785,3.0311735807860267,110.38785223367698,-5.39188500727802,39.79314422607422,-86.23893737792969
,15,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:12:57.353Z,GR86-060-2,0,2025-10-18 13:12:56.864000+00:00,GR86-060-2,2,154.223,-0.007034523458247271,-0.09957568604308055,18.50849513130717,2.3682502213042196,4802.566619915849,0.9319194452640898,0.9850885216878136,91.12927068723702,-4.388757745647684,39.79314422607422,-86.23888397216797
,16,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:12:57.353Z,GR86-060-2,0,2025-10-18 13:12:56.866000+00:00,GR86-060-2,2,0.002,-0.011147477360931437,-0.10393952134540752,22.915902328589908,2.734476067270375,4724.329359165425,0.9331759379042691,0.9703395860284605,96.5374776119403,-5.245924967658473,39.79316329956055,-86.23889923095703
,15,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:12:57.353Z,GR86-060-2,0,2025-10-18 13:12:56.911000+00:00,GR86-060-2,2,0.045,-0.007034523458247271,-0.09957568604308055,18.50849513130717,2.3682502213042196,4802.566619915849,0.9319194452640898,0.9850885216878136,91.12927068723702,-4.388757745647684,39.79314422607422,-86.23888397216797
,16,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:16:19.980Z,GR86-060-2,0,2025-10-18 13:15:22.341000+00:00,GR86-060-2,2,145.43,-0.011147477360931437,-0.10393952134540752,22.915902328589908,2.734476067270375,4724.329359165425,0.9331759379042691,0.9703395860284605,96.5374776119403,-5.245924967658473,39.79316329956055,-86.23889923095703
,17,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:17:34.671Z,GR86-060-2,0,2025-10-18 13:17:33.540000+00:00,GR86-060-2,2,131.199,0.014315360056757714,-0.13430010642071655,40.583263568641364,2.462575381340901,5527.819699499165,2.9533309684285207,2.9927899964526423,106.75463333333333,-5.731181269953884,39.79312515258789,-86.23892974853516
,18,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:19:18.001Z,GR86-060-2,0,2025-10-18 13:19:16.878000+00:00,GR86-060-2,2,103.338,-0.0004390350877192978,-0.2214609649122807,72.89552192982457,2.8390350877192985,6478.401673640167,5.922734649122807,6.009934210526316,135.44882845188286,-7.989254385964912,39.79315185546875,-86.2388916015625
,19,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:21:00.110Z,GR86-060-2,0,2025-10-18 13:20:58.649000+00:00,GR86-060-2,2,101.771,0.016053807569539443,-0.22412859097127225,74.7036434108527,2.8714090287277703,6508.670258620689,6.383372093023256,6.480718194254446,136.8931681034483,-5.144414044687643,39.793155670166016,-86.23892211914062
,20,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:22:41.395Z,GR86-060-2,0,2025-10-18 13:22:40.142000+00:00,GR86-060-2,2,101.493,0.004787811387900356,-0.22724332740213524,74.18511120996442,2.9048042704626336,6488.055201698514,6.443240658362989,6.540231316725979,137.92968085106384,-6.6487989323843415,39.79316711425781,-86.23889923095703
,21,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:24:24.559Z,GR86-060-2,0,2025-10-18 13:24:21.929000+00:00,GR86-060-2,2,101.787,0.021010526315789473,-0.2321345537757437,74.3197986270023,2.8846681922196797,6509.522483940043,5.568821510297483,5.6557048054919905,136.946008583691,-7.287643020594966,39.793155670166016,-86.23892974853516
,22,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:26:07.040Z,GR86-060-2,0,2025-10-18 13:26:03.354000+00:00,GR86-060-2,2,101.425,0.010418006430868166,-0.234453835553514,76.63471750114837,2.9559026182820394,6398.967248908297,7.607740009186954,7.705045934772622,137.03169934640525,-8.285025264124943,39.79316711425781,-86.23892974853516
,23,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:27:47.790Z,GR86-060-2,0,2025-10-18 13:27:46.774000+00:00,GR86-060-2,2,103.42,0.002025198320111992,-0.21499580027998133,74.32147456836212,2.852543163789081,6420.289130434782,7.925160989267382,8.030305646290246,135.55416485900219,-6.22435837610826,39.79313659667969,-86.23892974853516
,24,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:29:28.805Z,GR86-060-2,0,2025-10-18 13:29:28.338000+00:00,GR86-060-2,2,101.564,0.0016175071360608943,-0.2144219790675547,72.89931969552806,2.758325404376784,6476.145054945055,6.861955280685062,6.972856803044719,134.29912087912086,-6.632350142721219,39.793434143066406,-86.23893737792969
,25,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:31:10.292Z,GR86-060-2,0,2025-10-18 13:31:09.849000+00:00,GR86-060-2,2,101.511,0.02271480972031178,-0.22938147638697845,75.49491517652453,2.9440623567171023,6412.144396551724,5.642615772581385,5.7320678587803755,137.11431330472104,-5.278679504814306,39.793182373046875,-86.23894500732422
,26,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:32:52.354Z,GR86-060-2,0,2025-10-18 13:32:51.289000+00:00,GR86-060-2,2,101.44,0.005963517305893358,-0.20471094480823201,75.69644059869036,2.8554724041159965,6520.17211328976,7.0101870907390085,7.119202525724976,137.20013129102844,-6.325537885874649,39.79314041137695,-86.23885345458984
,27,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:34:35.249Z,GR86-060-2,0,2025-10-18 13:34:33.759000+00:00,GR86-060-2,2,102.47,0.007786355475763016,-0.22183797127468582,73.29887342908438,2.8689407540394973,6472.130801687764,7.891644973070018,8.05947262118492,136.17759493670886,-7.63770197486535,39.79317092895508,-86.23894500732422
,28,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:36:16.448Z,GR86-060-2,0,2025-10-18 13:36:16.049000+00:00,GR86-060-2,2,102.29,0.008171581769436997,-0.2262412868632708,74.33236818588024,2.8194816800714926,6532.551797040169,7.192982573726542,7.3169034852546915,136.44319915254238,-7.080026809651475,39.79314422607422,-86.23893737792969
,29,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:40:10.096Z,GR86-060-2,0,2025-10-18 13:39:27.736000+00:00,GR86-060-2,2,191.687,-0.038195564991743335,-0.07761264449162539,15.744284029252183,1.6395376267987734,4160.961363636364,1.5644892663364,1.6121608870016513,72.56524943310657,-7.02269403161123,39.793174743652344,-86.23892974853516
,1,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:44:39.844Z,GR86-037-03,0,2025-10-18 12:44:34.711000+00:00,GR86-037-03,3,0.003,0.039504746120235044,-0.12055265933403647,43.10076389935212,2.30299834262468,4731.369318181818,2.8188857917733916,2.876426849480187,90.77534982332155,-5.258234141931596,39.79314422607422,-86.23877716064453
,1,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:47:09.846Z,GR86-040-3,0,2025-10-18 12:47:03.718000+00:00,GR86-040-3,3,149.003,0.039504746120235044,-0.12055265933403647,43.10076389935212,2.30299834262468,4731.369318181818,2.8188857917733916,2.876426849480187,90.77534982332155,-5.258234141931596,39.79314422607422,-86.23877716064453
,1,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:47:09.733Z,GR86-037-03,0,2025-10-18 12:47:08.676000+00:00,GR86-037-03,3,4.958,0.039504746120235044,-0.12055265933403647,43.10076389935212,2.30299834262468,4731.369318181818,2.8188857917733916,2.876426849480187,90.77534982332155,-5.258234141931596,39.79314422607422,-86.23877716064453
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.643Z,GR86-040-3,0,2025-10-18 12:49:23.962000+00:00,GR86-040-3,3,135.286,0.03811761770088172,-0.12211162868075195,48.48551322575278,2.469139910164698,5262.97316495659,3.839539178173349,3.916645316918982,102.0148338607595,-4.322774912660123,39.793155670166016,-86.23887634277344
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.590Z,GR86-037-03,0,2025-10-18 12:49:25.040000+00:00,GR86-037-03,3,1.078,0.03811761770088172,-0.12211162868075195,48.48551322575278,2.469139910164698,5262.97316495659,3.839539178173349,3.916645316918982,102.0148338607595,-4.322774912660123,39.793155670166016,-86.23887634277344
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:12.452Z,GR86-037-03,0,2025-10-18 12:51:12.118000+00:00,GR86-037-03,3,107.078,0.04250586979722518,-0.20178527214514408,75.86680256136606,2.919957310565635,6134.689134808853,6.533890074706511,6.61908537886873,130.6078058645096,-6.9483030949839915,39.793155670166016,-86.23883819580078
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:13.040Z,GR86-040-3,0,2025-10-18 12:51:12.479000+00:00,GR86-040-3,3,0.361,0.04250586979722518,-0.20178527214514408,75.86680256136606,2.919957310565635,6134.689134808853,6.533890074706511,6.61908537886873,130.6078058645096,-6.9483030949839915,39.793155670166016,-86.23883819580078
,4,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:52:57.691Z,GR86-040-3,0,2025-10-18 12:52:57.004000+00:00,GR86-040-3,3,104.525,0.036993170301828596,-0.2240090328266138,76.40457810090328,2.9870015421899097,6146.935349322211,7.368630755673056,7.466914518616434,133.87714285714287,-6.441595064992289,39.79316711425781,-86.23890686035156
,4,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:52:58.204Z,GR86-037-03,0,2025-10-18 12:52:57.756000+00:00,GR86-037-03,3,0.752,0.036993170301828596,-0.2240090328266138,76.40457810090328,2.9870015421899097,6146.935349322211,7.368630755673056,7.466914518616434,133.87714285714287,-6.441595064992289,39.79316711425781,-86.23890686035156
